gse	year	oa	src	n_runs	probe_hits	signal	doi	title	sample_titles
GSE100714	2018	Y	geo+lit	12	12	STRONG	10.1073/pnas.1807988115	Rice RNA secondary structurome under heat stress	Rice_22oC_10min_plusDMS_rep1.fastq.gz | Rice_22oC_10min_plusDMS_rep2.fastq.gz | Rice_22oC_10min_plusDMS_rep3.fastq.gz | Rice_42oC_10min_plusDMS_rep1.fastq.gz | Rice_42oC_10min_plusDMS_rep2.fastq.gz | Rice_22oC_10min_minusDMS_rep3.fastq.gz | Rice_42oC_10min_plusDMS_rep3.fastq.gz | Rice_22oC_10min_minusDMS_rep1.fastq.gz | Rice_22oC_10min_minusDMS_rep2.fastq.gz | Rice_42oC_10min_minusDMS_rep1.fastq.gz | Rice_42oC_10min_minusDMS_rep2.fastq.gz | Rice_42oC_10min_minusDMS_rep3.fastq.gz
GSE115442	2018	Y	geo+lit	18	0	NONE	10.1101/gad.316034.118	Coordinate regulation of alternative pre-mRNA splicing events by the human RNA chaperone proteins hnRNPA1 and DDX5	hnRNPA1-eCLIP-repA | hnRNPA1-eCLIP-repC | DDX5-eCLIP-repB | DDX5-eCLIP-repC | DDX5_si_rep1 | scr_si_rep3 | scr_si_rep4 | hnRNPA1-eCLIP-repB | DDX5-eCLIP-repA | scr_si_rep1 | scr_si_rep2 | hnRNPA1-eCLIP-input-control | hnRNPA1-eCLIP-noUV-control | DDX5-eCLIP-input-control | DDX5-eCLIP-noUV-control | DDX5_si_rep2 | hnRNPA1_si_rep1 | hnRNPA1_si_rep2
GSE090056	2018	N	lit	36	0	NONE	10.1074/jbc.ra117.000284	Translation efficiency is maintained at elevated temperature in <i>Escherichia coli</i>.	ecoli_k12_pBad_30C_f_2 | ecoli_k12_pBAD_30C_m_3 | ecoli_k12_pBADsigma32wt_30C_f_3 | ecoli_k12_42C_20min_m_1 | ecoli_k12_42C_20min_f_1 | ecoli_k12_30C_m_2 | ecoli_k12_30C_f_2 | ecoli_k12_42C_10min_m_2 | ecoli_k12_42C_20min_f_2 | ecoli_k12_30C_f_3 | ecoli_k12_42C_20min_m_3 | ecoli_k12_42C_20min_f_3 | ecoli_k12_pBAD_30C_f_4 | ecoli_k12_pBADsigma32I54N_30C_f_1 | ecoli_k12_pBADsigma32I54N_30C_f_2 | ecoli_k12_pBAD_30C_f_1 | ecoli_k12_pBADsigma32wt_30C_f_1 | ecoli_k12_pBAD_30C_f_3 | ecoli_k12_30C_f_1 | ecoli_k12_42C_10min_m_3 | ecoli_k12_pBAD_30C_m_4 | ecoli_k12_pBAD_30C_m_1 | ecoli_k12_pBADsigma32wt
GSE100715	2018	Y	lit	32	12	STRONG	10.1073/pnas.1807988115	Genome-wide RNA structurome reprogramming by acute heat shock globally regulates mRNA abundance.	Rice_22oC_10min_minusDMS_rep3.fastq.gz | Rice_42oC_10min_plusDMS_rep3.fastq.gz | C20m_rice_22oC_10min_30oC_10min_rep1.fastq.gz | C1h_rice_22oC_10min_30oC_50min_rep2.fastq.gz | C2h_rice_22oC_10min_30oC_1h50min_rep1.fastq.gz | C10h_rice_22oC_10min_30oC_9h50min_rep2.fastq.gz | H10m_rice_42oC_10min_rep2.fastq.gz | HR10h_rice_42oC_10min_30oC_9h50min_rep2.fastq.gz | Rice_22oC_10min_minusDMS_rep1.fastq.gz | Rice_22oC_10min_minusDMS_rep2.fastq.gz | Rice_42oC_10min_minusDMS_rep1.fastq.gz | Rice_42oC_10min_minusDMS_rep2.fastq.gz | Rice_42oC_10min_minusDMS_rep3.fastq.gz | C20m_rice_22oC_10min_30oC_10min_
GSE110411	2018	Y	lit	3	0	NONE	10.1093/nar/gky770	High-affinity RNA targets of the Survival Motor Neuron protein reveal diverse preferences for sequence and structural motifs.	SMN HITS-CLIP, replicate 1 | SMN HITS-CLIP, replicate 3 | SMN HITS-CLIP, replicate 2
GSE109652	2018	Y	lit	16	8	STRONG	10.1101/gad.310896.117	Transcription elongation rate affects nascent histone pre-mRNA folding and 3' end processing.	SLBP ChIP-seq WT pol II Rep2 | SLBP ChIP-seq R749H slow pol II Rep1 | NELF-A ChIP-seq WT pol II | Targeted ShapeMaP WT pol II nascent RNA untreated control for 1M7 treated samples | Targeted ShapeMaP R749H pol II nascent RNA DMS treated | Targeted ShapeMaP R749H pol II nascent RNA 1M7 treated | SLBP ChIP-seq WT pol II Rep1 | SLBP ChIP-seq R749H slow pol II Rep2 | CSst77 ChIP-seq WT pol II | Targeted ShapeMaP WT pol II nascent RNA untreated control for DMS treated samples | Targeted ShapeMaP R749H pol II nascent RNA untreated control for 1M7 treated samples | CstF77 ChIP-seq R749H slow pol II |
GSE106868	2018	Y	lit	6	6	STRONG	10.1093/nar/gky036	Maturation of the 90S pre-ribosome requires Mrd1 dependent U3 snoRNA and 35S pre-rRNA structural rearrangements.	Mrd1_DMSO_in_vitro_1 | Mrd1_DMSO_in_vitro_2 | Mrd1_1M7_in_vitro_1 | Erb1_35S_1M7_1 | Mrd1_1M7_in_vitro_2 | Erb1_35S_1M7_2
GSE97609	2017	N	geo	20	10	STRONG	10.1021/acs.biochem.7b00323	Interpreting reverse transcriptase termination and mutation events for greater insight into the chemical probing of RNA	18S SSIII untreated | 18S SSIII 0.5% DMS + Mn2+ | 18S SSIII 0.5% DMS B | 18S AMV untreated A | 18S AMV untreated B | 18S AMV 0.5% DMS A | 18S TGIRT-II untreated A | 18S TGIRT-II untreated B | 18S TGIRT-II 0.5% DMS A | 18S Zhao untreated A | 18S SSIII untreated A | 18S SSIII 0.5% DMS A | 18S AMV 0.5% DMS B | 18S Zhao untreated B | 18S SSIII untreated + Mn2+ | 18S SSIII 0.5% DMS | 18S SSIII untreated B | 18S TGIRT-II 0.5% DMS B | 18S Zhao 0.5% DMS A | 18S Zhao 0.5% DMS B
GSE92973	2017	N	geo	0	0	NONE	10.1016/j.celrep.2017.09.035	DMS-seq for in vivo genome-wide mapping of protein–DNA interactions and nucleosome centers	
GSE95567	2017	Y	geo	41	12	STRONG	10.1093/nar/gkx617	In vivo probing of nascent RNA structures reveals principles of cotranscriptional folding	3'-end RNA-seq, Cytosolic fraction, Replicate #1 | 3'-end RNA-seq, Cytosolic fraction, Replicate #1 | 3'-end RNA-seq, Cytosolic fraction, Replicate #1 | 3'-end RNA-seq, Nucleoid fraction, Replicate #1 | 3'-end RNA-seq, Nucleoid fraction, Replicate #2 | 3'-end RNA-seq, Nucleoid fraction, Replicate #2 | 3'-end RNA-seq, Nucleoid fraction, Replicate #2 | DMS-seq (Ribo- RNA) | DMS-seq (Ribo- RNA) | DMS-seq (Ribo- RNA) | DMS-seq (Ribo- RNA) | DMS-seq (Ribo- RNA) | SPET-seq (Total RNA) | SPET-seq (Ribo- RNA), Replicate #1 | SPET-seq (Ribo- RNA), Replicate #1 | SPET-seq (Ribo- RNA), Replicate #2 | SPE
GSE95597	2017	Y	geo	4	0	NONE	10.1126/sciadv.1602505	The long noncoding RNA SPRIGHTLY acts as an intra-nuclear organizing hub for pre-mRNA molecules.	SPRIGHTLY_D1 dChIRP-Seq | SPRIGHTLY_Input RNA | SPRIGHTLY_D2 dChIRP-Seq | SPRIGHTLY_D3 dChIRP-Seq
GSE85619	2017	N	geo	8	2	STRONG	10.1016/j.chembiol.2017.04.006	Inhibition of eukaryotic translation by the antitumor natural product Agelastatin A	80S | 80S_DMSO | 80S_10uM_CHX | 80S_1000uM_CHX | 80S_no_DMS | 80S_0.5mM_AglA | 80S_1.0mM_AglA | 80S_50uM_CHX
GSE83821	2017	Y	geo	22	22	STRONG	10.1038/s41467-017-00761-8	High-throughput RNA structure probing reveals critical folding events during early 60S ribosome assembly in yeast.	Mrd1_DMSO_in_vitro_2 | Rrp5_DMSO_in_vitro_1 | Rrp5_1M7_in_vitro_1 | Nsa2_DMSO_in_vitro_1 | Nsa2_1M7_in_vitro_1 | Rrp5_DMSO_deproteinized_1 | Mrd1_DMSO_in_vitro_1 | Mrd1_1M7_in_vitro_2 | Rrp5_1M7_in_vitro_2 | Rrp5_deproteinized_1M7_1 | Rrp5_deproteinized_1M7_2 | Nsa2_DMSO_deproteinized_1 | Nsa2_DMSO_deproteinized_2 | Nsa2_deproteinized_1M7_1 | Nsa2_deproteinized_1M7_2 | Mrd1_1M7_in_vitro_1 | Rrp5_DMSO_in_vitro_2 | Rrp5_DMSO_in_vitro_3 | Rrp5_1M7_in_vitro_3 | Nsa2_DMSO_in_vitro_2 | Nsa2_1M7_in_vitro_2 | Rrp5_DMSO_deproteinized_2
GSE78208	2017	N	geo	4	0	NONE	10.1038/nmeth.4068	robust statistical modeling improves sensitivity of high-throughput rnA structure probing experiments	BY4741_Control_2 | BY4741_Control_1 | BY4741_NAI_1 | BY4741_NAI_2
GSE083821	2017	Y	lit	22	22	STRONG	10.1038/s41467-017-00761-8	High-throughput RNA structure probing reveals critical folding events during early 60S ribosome assembly in yeast.	Mrd1_DMSO_in_vitro_2 | Rrp5_DMSO_in_vitro_1 | Rrp5_1M7_in_vitro_1 | Nsa2_DMSO_in_vitro_1 | Nsa2_1M7_in_vitro_1 | Rrp5_DMSO_deproteinized_1 | Mrd1_DMSO_in_vitro_1 | Mrd1_1M7_in_vitro_2 | Rrp5_1M7_in_vitro_2 | Rrp5_deproteinized_1M7_1 | Rrp5_deproteinized_1M7_2 | Nsa2_DMSO_deproteinized_1 | Nsa2_DMSO_deproteinized_2 | Nsa2_deproteinized_1M7_1 | Nsa2_deproteinized_1M7_2 | Mrd1_1M7_in_vitro_1 | Rrp5_DMSO_in_vitro_2 | Rrp5_DMSO_in_vitro_3 | Rrp5_1M7_in_vitro_3 | Nsa2_DMSO_in_vitro_2 | Nsa2_1M7_in_vitro_2 | Rrp5_DMSO_deproteinized_2
GSE097609	2017	N	lit	20	10	STRONG	10.1021/acs.biochem.7b00323	Interpreting Reverse Transcriptase Termination and Mutation Events for Greater Insight into the Chemical Probing of RNA.	18S SSIII untreated | 18S SSIII 0.5% DMS + Mn2+ | 18S SSIII 0.5% DMS B | 18S AMV untreated A | 18S AMV untreated B | 18S AMV 0.5% DMS A | 18S TGIRT-II untreated A | 18S TGIRT-II untreated B | 18S TGIRT-II 0.5% DMS A | 18S Zhao untreated A | 18S SSIII untreated + Mn2+ | 18S SSIII 0.5% DMS | 18S SSIII untreated B | 18S TGIRT-II 0.5% DMS B | 18S Zhao 0.5% DMS A | 18S Zhao 0.5% DMS B | 18S SSIII untreated A | 18S SSIII 0.5% DMS A | 18S AMV 0.5% DMS B | 18S Zhao untreated B
GSE087214	2017	Y	lit	2	0	NONE	10.1101/gr.208652.116	The identification and functional annotation of RNA structures conserved in vertebrates.	total RNA from human fetal brain_CaptureSeq [s_7] | total RNA from human fetal brain_CaptureSeq [s_6]
GSE078208	2017	N	lit	4	0	NONE	10.1038/nmeth.4068	Robust statistical modeling improves sensitivity of high-throughput RNA structure probing experiments.	BY4741_NAI_1 | BY4741_NAI_2 | BY4741_Control_2 | BY4741_Control_1
GSE100210	2017	Y	lit	14	0	NONE	10.1038/s41467-017-01458-8	RNA editing by ADAR1 leads to context-dependent transcriptome-wide changes in RNA secondary structure.	S1_control_replicate1 | V1_control_replicate1 | control_Riboseq_replicate1 | ADAR_KD_Riboseq_replicate1 | ADAR_KD_Riboseq_replicate2 | S1_ADAR_KD_replicate1 | V1_ADAR_KD_replicate2 | control_RNAseq | control_Riboseq_replicate2 | S1_control_replicate2 | S1_ADAR_KD_replicate2 | V1_ADAR_KD_replicate1 | V1_control_replicate2 | ADAR_KD_RNAseq
GSE095597	2017	Y	lit	4	0	NONE	10.1126/sciadv.1602505	The long noncoding RNA <i>SPRIGHTLY</i> acts as an intranuclear organizing hub for pre-mRNA molecules.	SPRIGHTLY_D1 dChIRP-Seq | SPRIGHTLY_Input RNA | SPRIGHTLY_D2 dChIRP-Seq | SPRIGHTLY_D3 dChIRP-Seq
GSE069887	2017	Y	lit	25	0	NONE	10.1038/nsmb.3432	PAR-TERRA directs homologous sex chromosome pairing.	Cab11: MEF noRNAseH CHIRT-seq | Cab10: ES d0 PAR CHIRT-seq | Cab11: MEF input CHIRT-seq | Cab12: ES d7 PAR CHIRT-seq | ESd4_bc4_PAR_4C-seq_BioRep1 | ESd4_bc1_PAR_4C-seq_BioRep2 | ESd4_bc16_PAR_4C-seq_BioRep3 | Cab10 ES d0 noRNaseH CHIRT-seq | Cab12: ES d3 input CHIRT-seq | TERRA capture RNA-Seq_RandomPrimer | ESd0_bc10_PAR_4C-seq_BioRep1 | MEF_bc8_PAR_4C-seq_BioRep2 | Cab11: MEF PAR CHIRT-seq | Cab11: MEF TERRA CHIRT-seq | Cab11: MEF Sense CHIRT-seq | Cab12: ES d3 PAR CHIRT-seq | Cab12: ES d3 TERRA CHIRT-seq | Cab12: ES d7 input CHIRT-seq | Cab12: ES d7 TERRA CHIRT-seq | TERRA capture RNA-Seq_
GSE094748	2017	Y	lit	6	0	NONE	10.1128/mbio.00730-17	RIP-Seq Suggests Translational Regulation by L7Ae in <i>Archaea</i>.	S. acidocaldarius L7Ae Co-IP fragmented RNA | S. acidocaldarius L7Ae Co-IP small RNA replicate 2 | S. acidocaldarius small RNA | S. acidocaldarius L7Ae Co-IP small RNA | S. acidocaldarius Co-IP control RNA | S. acidocaldarius Co-IP control RNA
GSE078156	2017	Y	lit	50	0	NONE	10.1186/s13058-017-0802-0	Insulin-like growth factor 1 receptor activation promotes mammary gland tumor development by increasing glycolysis and promoting b	insulin_15 | insulin_21 | insulin_26 | insulin_27 | insulin_37 | glargine_53 | X10_100 | X10_120 | IGF1_145 | IGF1_158 | Untreated_186 | insulin_8 | insulin_9 | insulin_13 | insulin_14 | insulin_18 | glargine_62 | glargine_64 | glargine_67 | glargine_69 | glargine_70 | glargine_73 | glargine_78 | X10_105 | X10_107 | X10_113 | X10_115 | X10_116 | IGF1_124 | IGF1_135 | Untreated_162 | Untreated_174 | Untreated_182 | Untreated_187 | Untreated_197 | glargine_47 | glargine_63 | X10_95 | X10_111 | X10_118 | IGF1_128 | IFG1_132 | IGF1_136 | IGF1_143 | IGF1_147 | IGF1_160 | Untreated_161 | Untreated_1
GSE72599	2016	Y	geo	12	12	STRONG	10.1038/nsmb.3176	7SK-BAF axis controls pervasive transcription at enhancers [icShape]	icSHAPE - mES - BAF coIP - DMSO rep2 | icSHAPE - mES - BAF coIP - DMSO rep3 | icSHAPE - mES - BAF coIP - NAI-N3 rep1 | icSHAPE - mES - Hexim1 coIP - NAI-N3 rep1 | icSHAPE - mES - BAF coIP - NAI-N3 rep2 | icSHAPE - mES - BAF coIP - NAI-N3 rep3 | icSHAPE - mES - Hexim1 coIP - NAI-N3 rep3 | icSHAPE - mES - BAF coIP - DMSO rep1 | icSHAPE - mES - Hexim1 coIP - DMSO rep1 | icSHAPE - mES - Hexim1 coIP - DMSO rep2 | icSHAPE - mES - Hexim1 coIP - DMSO rep3 | icSHAPE - mES - Hexim1 coIP - NAI-N3 rep2
GSE69143	2016	Y	geo	74	15	STRONG	10.1038/nsmb.3176	7SK-BAF axis controls pervasive transcription at enhancers	ChIP-seq - mES - WT - Brd4, rep1 | ChIP-seq - mES - Pol II - JQ1 1hr, rep1 | ChIP-seq - mES - Pol II - JQ1 1hr, rep2 | ChIP-seq - mES - Input2 - 12hr KD, 7SK ASO rep2 | ChIP-seq - mES - γ-H2AX - 12hr KD, 7SK ASO rep1 | 7SK ChIRP-seq - mES - JQ1 Even Probes | GRO-seq - mES - 12hr KD, 7SK ASO rep3 | icSHAPE - mES - BAF coIP - DMSO rep2 | icSHAPE - mES - BAF coIP - DMSO rep3 | icSHAPE - mES - BAF coIP - NAI-N3 rep1 | icSHAPE - mES - Hexim1 coIP - NAI-N3 rep1 | ChIP-seq - mES - Pou5f1 - 12hr KD, 7SK ASO rep2 | ChIP-seq - mES - Baf155 - 12hr KD, Control ASO rep1 | ChIP-seq - mES - Baf155 - 12hr KD,
GSE078521	2016	Y	lit	320	0	NONE	10.7554/elife.15271	The leak channel NALCN controls tonic firing and glycolytic sensitivity of substantia nigra pars reticulata neurons.	Sample 1 | Sample 2 | Sample 2 | Sample 3 | Sample 5 | Sample 6 | Sample 7 | Sample 7 | Sample 8 | Sample 10 | Sample 10 | Sample 10 | Sample 11 | Sample 11 | Sample 12 | Sample 13 | Sample 14 | Sample 14 | Sample 16 | Sample 16 | Sample 17 | Sample 17 | Sample 20 | Sample 23 | Sample 24 | Sample 25 | Sample 26 | Sample 26 | Sample 28 | Sample 29 | Sample 29 | Sample 29 | Sample 31 | Sample 33 | Sample 35 | Sample 35 | Sample 36 | Sample 36 | Sample 36 | Sample 37 | Sample 37 | Sample 38 | Sample 40 | Sample 40 | Sample 41 | Sample 41 | Sample 41 | Sample 43 | Sample 44 | Sample 44 | Sample 46
GSE069208	2016	Y	lit	35	0	NONE	10.1101/gad.272187.115	Rapid evolutionary turnover underlies conserved lncRNA-genome interactions.	D.melanogaster input DNA (with transgenic D.busckii roX2) | D.melanogaster roX2 (Even) ChIRP-seq (with transgenic D.melanogaster roX2) | D.melanogaster roX2 (Odd) ChIRP-seq (with transgenic D.melanogaster roX2) | D.melanogaster roX2-mutated (Odd) ChIRP-seq (with transgenic D.melanogaster roX2 with mutated stem-loops) | D.virilis roX1 (Even) ChIRP-seq (with transgenic D.virilis roX1) | D.melanogaster roX1 (Odd) ChIRP-seq | D.melanogaster roX2 (Even) ChIRP-seq | D.melanogaster roX2 (Odd) ChIRP-seq | D.willistoni roX2/3 (Even) ChIRP-seq | D.virilis roX2 (Even) ChIRP-seq | D.virilis input DNA | D.
GSE67667	2015	Y	geo	13	3	STRONG	10.1371/journal.pgen.1005668	Probing Xist RNA structure in cells using Targeted Structure-Seq	18S untreated | X.M.B, untreated | 18S 0.4% DMS 8min | 18S 0.75% DMS 8min | X.M.A, untreated | X.M.C, untreated | X.M.A, 0.4% 4min | X.M.C, 0.5% 8min | 18S 2% DMS 4min | X.M.B, 0.4% 4min | X.M.C, 0.4% 4min | X.M.A, 0.5% 8min | X.M.B, 0.5% 8min
GSE63817	2015	Y	geo	10	0	NONE	10.1371/journal.pgen.1005613	Secondary structure across the bacterial transcriptome reveals versatile roles in mRNA regulation and function	LB mRNA | LB mRNA biological replicate | V1 | AT1 biological replicate | LB RPF | LB RPF biological replicate | LB mRNA technical replicate | AT1 | V1 biological replicate | AT1 biological replicate
GSE067667	2015	Y	lit	13	3	STRONG	10.1371/journal.pgen.1005668	Probing Xist RNA Structure in Cells Using Targeted Structure-Seq.	18S 2% DMS 4min | X.M.B, 0.4% 4min | X.M.C, 0.4% 4min | X.M.A, 0.5% 8min | X.M.B, 0.5% 8min | 18S 0.4% DMS 8min | 18S 0.75% DMS 8min | X.M.A, untreated | X.M.C, untreated | X.M.A, 0.4% 4min | X.M.C, 0.5% 8min | 18S untreated | X.M.B, untreated
GSE063817	2015	Y	lit	10	0	NONE	10.1371/journal.pgen.1005613	Secondary Structure across the Bacterial Transcriptome Reveals Versatile Roles in mRNA Regulation and Function.	LB RPF | LB RPF biological replicate | LB mRNA technical replicate | AT1 | V1 biological replicate | AT1 biological replicate | LB mRNA | LB mRNA biological replicate | V1 | AT1 biological replicate
GSE060436	2015	N	lit	0	0	NONE	10.1167/iovs.14-15589	Microarray analysis of gene expression in fibrovascular membranes excised from patients with proliferative diabetic retinopathy.	
GSE50676	2014	Y	geo	18	0	NONE	10.1038/nature12946	Landscape and variation of RNA secondary structure across the human transcriptome	GM12878 renatured V1 | GM12892 renatured V1 | GM12878 native deproteinized replicate 2, S1 | GM12892 renatured S1 | GM12878 native deproteinized followed by renatured RNA, V1 | GM12878 native deproteinized replicate 1, S1 | GM12878 native deproteinized replicate 2, V1 | GM12878_iCLIP_rep1 | GM12892_iCLIP_rep1 | GM12892_iCLIP_rep2 | GM12878 renatured S1 | GM12891 renatured S1 | GM12891 renatured V1 | GM12878 native deproteinized followed by renatured RNA, S1 | GM12878 native deproteinized replicate 1, V1 | GM12878_iCLIP_rep2 | GM12891_iCLIP_rep1 | GM12891_iCLIP_rep2
GSE053296	2014	Y	lit	3	0	NONE	10.1093/nar/gku424	Importance of the RNA secondary structure for the relative accumulation of clustered viral microRNAs.	sRNAs from DG-75 cells stably expressing KSHV pri-miR-K10/12 | sRNAs from KSHV-infected BCBL-1 cells | sRNAs from KSHV-infected BC-3 cells
GSE052878	2014	Y	lit	41	7	STRONG	10.1093/nar/gku815	Snapshots of pre-rRNA structural flexibility reveal eukaryotic 40S assembly dynamics at nucleotide resolution.	mid_early_controls_1 | mid_early_controls_4 | late_controls_2 | late_controls_3 | Rio2_1 | Nob1_1 | Rio1_2 | 80S_like_2 | 80S_3 | Tsr1_20S_NAI_2 | Rio1_20S_NAI_1 | Control_averages_2 | DMS_averages_2 | DMS_averages_3 | mid_early_controls_2 | Enp1_1 | Ltv1_2 | Rio2_2 | Tsr1_1 | Tsr1_2 | Tsr1_3 | Nob1_2 | Rio1_1 | 80S_like_1 | 80S_1 | 80S_2 | 80S_18S_NAI_2 | Control_averages_1 | DMS_averages_1 | mid_early_controls_3 | late_controls_1 | Enp1_2 | Ltv1_1 | Rio1_3 | 80S_18S_DMSO_1 | 80S_18S_DMSO_2 | Tsr1_20S_DMSO_1 | Tsr1_20S_DMSO_2 | Tsr1_20S_NAI_1 | 80S_18S_NAI_1 | Control_averages_3
GSE063789	2014	Y	lit	10	0	NONE	10.15252/msb.20145524	Causal signals between codon bias, mRNA structure, and the efficiency of translation and elongation.	AGG-OE mrna | AGG-QC mrna | WT footprint | ACA-K footprint | WT-URA footprint | AGG-QC footprint | WT mrna | AGG-OE footprint | ACA-K mrna | WT-URA mrna
GSE061581	2014	Y	lit	24	0	NONE	10.15252/embj.201488740	TDP-1, the Caenorhabditis elegans ortholog of TDP-43, limits the accumulation of double-stranded RNA.	N2_polyA-2 | tdp1_polyA-1 | N2_J2-3 | tdp1_input | tdp1_J2-2 | ADR2_total-1 | tdp1_CHIP-RNAseControl | N2_polyA-3 | tdp1_polyA-3 | N2_J2-1 | tdp1_J2-1 | N2_total-1 | N2_total-2 | N2_total-3 | tdp1_total-1 | tdp1_total-3 | tdp1_CHIP-2 | N2_polyA-1 | tdp1_polyA-2 | N2_input | N2_J2-2 | tdp1_J2-3 | tdp1_total-2 | tdp1_CHIP-1
GSE143121	2012	Y	geo	57368	64	STRONG	10.1038/nature11247	icSHAPE from HepG2 (ENCSR992XHC)	human cell line HCT116 | human cell line HCT116 | human cell line HCT116 | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | 
GSE143120	2012	Y	geo	57368	64	STRONG	10.1038/nature11247	icSHAPE from K562 (ENCSR976RFC)	human cell line HCT116 | human cell line HCT116 | human cell line HCT116 | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | 
GSE143102	2012	Y	geo	57368	64	STRONG	10.1038/nature11247	icSHAPE from GM12878 (ENCSR836VQU)	human cell line HCT116 | human cell line HCT116 | human cell line HCT116 | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | human cell line HCT116 | human cell line HCT116 | human cell line HCT1
GSE143096	2012	Y	geo	57368	64	STRONG	10.1038/nature11247	icSHAPE from K562 (ENCSR803XFA)	human cell line HCT116 | human cell line HCT116 | human cell line HCT116 | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | human cell line HCT116 | human cell line HCT116 | human cell line HCT1
GSE142946	2012	Y	geo	57368	64	STRONG	10.1038/nature11247	icSHAPE from HepG2 (ENCSR286LXS)	human cell line HCT116 | human cell line HCT116 | human cell line HCT116 | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | human cell line HCT116 | human cell line HCT116 | human cell line HCT1
GSE142891	2012	Y	geo	57368	64	STRONG	10.1038/nature11247	icSHAPE from GM12878 (ENCSR052BBY)	human cell line HCT116 | human cell line HCT116 | human cell line HCT116 | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | Generic sample from Homo sapiens | 
GSE39680	2012	N	geo	10	0	NONE	10.1016/j.molcel.2012.08.008	Genome-wide measurement of RNA folding energies	23°C_biological_replicate2 | 30°C_biological_replicate2 | 37°C_biological_replicate2 | 30°C_biological_replicate1 | 37°C_biological_replicate1 | 75°C_biological_replicate1 | 23°C_biological_replicate1 | 55°C_biological_replicate1 | 55°C_biological_replicate2 | 75°C_biological_replicate2
GSE31573	2011	N	geo	2	0	NONE	10.1073/pnas.1106501108	Multiplexed RNA structure characterization with selective 2'-hydroxyl acylation analyzed by primer extension sequencing 	RNaseP barcode library | RNaseP, pT181 variant library
GSE031573	2011	N	lit	2	0	NONE	10.1073/pnas.1106501108	Multiplexed RNA structure characterization with selective 2'-hydroxyl acylation analyzed by primer extension sequencing (SHAPE-Seq	RNaseP barcode library | RNaseP, pT181 variant library
GSE24622	2010	Y	geo	10	0	NONE	10.1038/nmeth.1529	FragSeq: transcriptome-wide RNA structure probing using high-throughput sequencing.	UNDIFF-PNK | barcode03 (sample not used) | D5NP-CONTROL | barcode09 (sample not used) | UNDIFF-NUCLEASE | barcode06 (sample not used) | D5NP-PNK | D5NP-NUCLEASE | UNDIFF-CONTROL | barcode10 (sample not used)
GSE024622	2010	Y	lit	10	0	NONE	10.1038/nmeth.1529	FragSeq: transcriptome-wide RNA structure probing using high-throughput sequencing.	UNDIFF-PNK | barcode03 (sample not used) | D5NP-CONTROL | barcode09 (sample not used) | UNDIFF-NUCLEASE | barcode06 (sample not used) | D5NP-PNK | D5NP-NUCLEASE | UNDIFF-CONTROL | barcode10 (sample not used)
