pmid	doi	year	oa	pmcid	title
25055900	10.1007/978-1-4939-1062-5_5	2014	N		Tertiary structure mapping of the pri-miRNA miR-17~92.
22888327	10.3389/fmicb.2012.00279	2012	Y	PMC3412338	Internal RNA Replication Elements are Prevalent in Tombusviridae.
24131802	10.1261/rna.037390.112	2013	Y	PMC3851714	On the importance of cotranscriptional RNA structure formation.
22876323	10.1371/journal.pone.0042449	2012	Y	PMC3411627	Local tertiary structure probing of ribonucleoprotein particles by nuclease fusion proteins.
24713659	10.4161/rna.28718	2014	N		Ten lessons with Carl Woese about RNA and comparative analysis.
23716046	10.1128/aac.00164-13	2013	N	PMC3719731	Methylation of 23S rRNA nucleotide G748 by RlmAII methyltransferase renders Streptococcus pneumoniae telithromycin susceptible.
25391662	10.15252/embj.201488740	2014	Y	PMC4282642	TDP-1, the Caenorhabditis elegans ortholog of TDP-43, limits the accumulation of double-stranded RNA.
24085599	10.1007/s10585-013-9617-2	2014	N		Percutaneous image-guided biopsy of prostate cancer metastases yields samples suitable for genomics and personalised oncology.
23478302	10.1038/cr.2013.35	2013	N	PMC3616428	A trans-spliced telomerase RNA dictates telomere synthesis in Trypanosoma brucei.
21555520	10.1074/jbc.m111.239509	2011	Y	PMC3123064	Biophysical analysis of influenza A virus RNA promoter at physiological temperatures.
24702008	10.1146/annurev-biophys-051013-022708	2014	N		Fun and games in Berkeley: the early years (1956-2013).
23382457	10.1124/dmd.112.050211	2013	N	PMC3608454	RNA-sequencing quantification of hepatic ontogeny and tissue distribution of mRNAs of phase II enzymes in mice.
25279353	10.3389/fcimb.2014.00132	2014	Y	PMC4166951	How to find RNA thermometers.
24956407	10.1016/j.virusres.2014.06.007	2014	Y	PMC4252365	Progress and outlook in structural biology of large viral RNAs.
22952809	10.1371/journal.pone.0043916	2012	Y	PMC3430624	PR3 and elastase alter PAR1 signaling and trigger vWF release via a calcium-independent mechanism from glomerular endothelial cell
24034333	10.1016/b978-0-12-420037-1.00021-x	2013	N		RNA structure experimental analysis--chemical modification.
22418844	10.4161/rna.18649	2012	Y	PMC3346311	Distinct families of cis-acting RNA replication elements epsilon from hepatitis B viruses.
24211672	10.1016/j.compbiolchem.2013.10.004	2013	N		Novel features for identifying A-minors in three-dimensional RNA molecules.
22359501	10.1371/journal.ppat.1002518	2012	Y	PMC3280987	Concerted actions of a thermo-labile regulator and a unique intergenic RNA thermosensor control Yersinia virulence.
25109596	10.1111/gbb.12171	2014	N	PMC4241148	Mpdz expression in the caudolateral substantia nigra pars reticulata is crucially involved in alcohol withdrawal.
24951555	10.1261/rna.043083.113	2014	Y	PMC4105743	Building a stable RNA U-turn with a protonated cytidine.
24109179	10.2147/dddt.s48500	2013	Y	PMC3792848	Advances with microRNAs in Parkinson's disease research.
24973119	10.1016/j.neurobiolaging.2014.05.021	2014	N		Monoacylglycerol lipase inhibitor JZL184 is neuroprotective and alters glial cell phenotype in the chronic MPTP mouse model.
24606684	10.1016/j.virol.2013.12.033	2014	N		Construction and characterization of an aureusvirus defective RNA.
24598315	10.4161/rna.27428	2014	Y	PMC4008544	Carl Woese: a structural biologist's perspective.
24307170	10.1074/jbc.m113.521351	2014	N	PMC3894330	Biochemical and structural insights into RNA binding by Ssh10b, a member of the highly conserved Sac10b protein family in Archaea.
21317560	10.4161/rna.8.1.14260	2011	N		Effect of mutations on the p53 IRES RNA structure: implications for de-regulation of the synthesis of p53 isoforms.
24503089	10.1016/j.virol.2013.12.006	2014	N		Translational readthrough in Tobacco necrosis virus-D.
23535706	10.4161/rna.24133	2013	Y	PMC3710360	On the role of four small hairpins in the HIV-1 RNA genome.
23302891	10.1128/jvi.02746-12	2013	N	PMC3592115	A virally encoded small peptide regulates RTA stability and facilitates Kaposi's sarcoma-associated herpesvirus lytic replication.
21478164	10.1093/nar/gkr204	2011	Y	PMC3152351	A DNA minor groove electronegative potential genome map based on photo-chemical probing.
23887148	10.1261/rna.038075.112	2013	Y	PMC3753936	2-Selenouridine triphosphate synthesis and Se-RNA transcription.
24406623	10.1016/j.jviromet.2013.12.016	2014	N		Artificial microRNAs as antiviral strategy to FMDV: structural implications of target selection.
24043808	10.1073/pnas.1315742110	2013	N	PMC3791771	Enhanced group II intron retrohoming in magnesium-deficient Escherichia coli via selection of mutations in the ribozyme core.
23426875	10.1261/rna.038265.113	2013	N	PMC3677266	Conformational heterogeneity of the protein-free human spliceosomal U2-U6 snRNA complex.
24604247	10.3892/mmr.2014.2023	2014	N		Targeting A549 lung adenocarcinoma cell growth and invasion with protease‑activated receptor‑1 siRNA.
25550163	10.1074/jbc.m114.613497	2015	N	PMC4326850	Structure-guided mutational analysis of gene regulation by the Bacillus subtilis pbuE adenine-responsive riboswitch in a cellular 
24970889	10.1074/jbc.m114.550046	2014	N	PMC4132820	Dissection of the adenoviral VA RNAI central domain structure reveals minimum requirements for RNA-mediated inhibition of PKR.
24755616	10.4161/rna.28648	2014	Y	PMC4152365	Translational control of small heat shock genes in mesophilic and thermophilic cyanobacteria by RNA thermometers.
24658384	10.14348/molcells.2014.2371	2014	Y	PMC4012077	SIFamide and SIFamide receptor defines a novel neuropeptide signaling to promote sleep in Drosophila.
25368321	10.1074/jbc.m114.621425	2014	N	PMC4271197	A short sequence motif in the 5' leader of the HIV-1 genome modulates extended RNA dimer formation and virus replication.
21523306	10.1039/c1mb05034f	2011	N		Characterization of non-8-17 sequences uncovers structurally diverse RNA-cleaving deoxyribozymes.
23832758	10.1002/glia.22534	2013	N	PMC4097182	Critical role for PAR1 in kallikrein 6-mediated oligodendrogliopathy.
23741480	10.1371/journal.pone.0065168	2013	Y	PMC3669281	Short ROSE-like RNA thermometers control IbpA synthesis in Pseudomonas species.
24675276	10.1016/j.virusres.2014.03.020	2014	N		The structural and phylogenetic profile of the 3' terminus of coxsackievirus B3 negative strand.
23839990	10.1074/jbc.m113.477265	2013	N	PMC3745356	Mechanism of HIV-1 RNA dimerization in the central region of the genome and significance for viral evolution.
22667821	10.1021/bi300304k	2012	N		Spontaneous DNA lesions modulate DNA structural transitions occurring at nuclease hypersensitive element III(1) of the human c-myc
25142064	10.1261/rna.045088.114	2014	Y	PMC4174434	IRBIS: a systematic search for conserved complementarity.
25111861	10.1038/oncsis.2014.27	2014	Y	PMC5189961	The Yes-associated protein controls the cell density regulation of Hedgehog signaling.
24635478	10.1146/annurev-biochem-060713-035546	2014	N	PMC4143424	RNA helicase proteins as chaperones and remodelers.
21335607	10.1093/nar/gkr077	2011	Y	PMC3113585	The conformation of microRNA seed regions in native microRNPs is prearranged for presentation to mRNA targets.
23776224	10.1073/pnas.1309590110	2013	N	PMC3704002	Pyrimidine motif triple helix in the Kluyveromyces lactis telomerase RNA pseudoknot is essential for function in vivo.
25180940	10.4161/rna.29730	2014	N	PMC4179967	RNA structural constraints in the evolution of the influenza A virus genome NP segment.
25002673	10.1261/rna.044792.114	2014	Y	PMC4138320	The role of RNA structure at 5' untranslated region in microRNA-mediated gene regulation.
25305540	10.1016/j.virol.2014.09.018	2014	N		HIV-1 splicing at the major splice donor site is restricted by RNA structure.
23927838	10.1016/j.ymeth.2013.07.030	2013	N		3S: shotgun secondary structure determination of long non-coding RNAs.
24371143	10.1074/jbc.c113.502336	2014	N	PMC3931028	TMPyP4 porphyrin distorts RNA G-quadruplex structures of the disease-associated r(GGGGCC)n repeat of the C9orf72 gene and blocks i
23364423	10.4161/rna.23673	2013	Y	PMC3672288	The functional exchangeability of pk- and k-turns in RNA structure.
25246653	10.1261/rna.045328.114	2014	Y	PMC4201831	Functional analysis of Kaposi's sarcoma-associated herpesvirus vFLIP expression reveals a new mode of IRES-mediated translation.
25692231	10.1080/15476286.2014.996457	2014	Y	PMC4615810	RNA gymnastics in mammalian signal recognition particle assembly.
23939186	10.1016/j.bcp.2013.07.031	2013	N	PMC3969234	Transcriptional regulation by nicotine in dopaminergic neurons.
25204560	10.1080/07391102.2014.956149	2015	N		Possible involvement of coaxially stacked double pseudoknots in the regulation of -1 programmed ribosomal frameshifting in RNA vir
23893406	10.1074/jbc.m112.446880	2013	N	PMC3772224	The core microprocessor component DiGeorge syndrome critical region 8 (DGCR8) is a nonspecific RNA-binding protein.
25486594	10.7554/elife.04120	2014	Y	PMC4360532	RNA-directed remodeling of the HIV-1 protein Rev orchestrates assembly of the Rev-Rev response element complex.
22886386	10.1002/cne.23212	2013	N		Expression of the cannabinoid CB1 receptor in the gymnotiform fish brain and its implications for the organization of the teleost 
23980204	10.1261/rna.038794.113	2013	Y	PMC3854524	S6:S18 ribosomal protein complex interacts with a structural motif present in its own mRNA.
21703428	10.1016/j.ajpath.2011.03.025	2011	N	PMC3123854	Targeting protease-activated receptor-1 with cell-penetrating pepducins in lung cancer.
24149621	10.4161/epi.26700	2014	N	PMC3928176	Perspectives on the mechanism of transcriptional regulation by long non-coding RNAs.
22197814	10.1016/j.bbrc.2011.12.040	2012	N		Pan-neuronal knockdown of the c-Jun N-terminal Kinase (JNK) results in a reduction in sleep and longevity in Drosophila.
24769254	10.1016/j.virusres.2014.04.002	2014	N		Base-paired structure in the 5' untranslated region is required for the efficient amplification of negative-strand RNA3 in the bro
21509787	10.1002/jcc.21806	2011	N	PMC3288334	Automated RNA tertiary structure prediction from secondary structure and low-resolution restraints.
23235488	10.4161/rna.22896	2013	Y	PMC3594280	The A-nucleotide preference of HIV-1 in the context of its structured RNA genome.
23391721	10.1172/jci66125	2013	N	PMC3582138	PAR-1 contributes to the innate immune response during viral infection.
25432761	10.1016/b978-0-12-801122-5.00020-9	2014	N		The AdoCbl-riboswitch interaction investigated by in-line probing and surface plasmon resonance spectroscopy (SPR).
21892157	10.1038/nn.2916	2011	N		Engrailed protects mouse midbrain dopaminergic neurons against mitochondrial complex I insults.
24902855	10.1111/bph.12794	2014	N	PMC4209155	PAR1-dependent COX-2/PGE2 production contributes to cell proliferation via EP2 receptors in primary human cardiomyocytes.
23267412	10.4161/bioa.22592	2012	Y	PMC3527312	Sizing up long non-coding RNAs: do lncRNAs have secondary and tertiary structure?
24189228	10.1107/s0907444913013218	2013	Y	PMC3817690	Solving nucleic acid structures by molecular replacement: examples from group II intron studies.
25157168	10.1073/pnas.1414571111	2014	N	PMC4246988	Structural basis for the fast self-cleavage reaction catalyzed by the twister ribozyme.
23882113	10.1261/rna.039123.113	2013	Y	PMC3753933	Predicted group II intron lineages E and F comprise catalytically active ribozymes.
22559812	10.1186/1742-2094-9-86	2012	Y	PMC3464726	Viral-toxin interactions and Parkinson's disease: poly I:C priming enhanced the neurodegenerative effects of paraquat.
22205206	10.1159/000333223	2012	N		Targeting SKP1, an ubiquitin E3 ligase component found decreased in sporadic Parkinson's disease.
23065128	10.1165/rcmb.2012-0189oc	2013	N	PMC3547080	Tissue factor signals airway epithelial basal cell survival via coagulation and protease-activated receptor isoforms 1 and 2.
24314661	10.1016/j.virol.2013.10.027	2014	N		Enhanced IRES activity by the 3'UTR element determines the virulence of FMDV isolates.
24753586	10.1073/pnas.1312918111	2014	N	PMC4020084	Structural basis for diversity in the SAM clan of riboswitches.
23085579	10.4161/rna.21957	2012	N	PMC3583856	Novel upstream and downstream sequence elements contribute to polyadenylation efficiency.
24149842	10.1261/rna.041517.113	2013	Y	PMC3884654	The molecular recognition of kink-turn structure by the L7Ae class of proteins.
22237931	10.1002/cne.23048	2012	N	PMC3891916	(±)3,4-methylenedioxymethamphetamine ("ecstasy") treatment modulates expression of neurotrophins and their receptors in multiple r
24865610	10.1261/rna.044578.114	2014	Y	PMC4114690	The folding of 5'-UTR human G-quadruplexes possessing a long central loop.
21907694	10.1016/j.ajpath.2011.07.024	2011	N	PMC3204081	Protease activated receptor-2 mediates activated protein C-induced cutaneous wound healing via inhibition of p38.
23727900	10.4161/rna.25107	2013	N	PMC3849161	High-affinity interaction of hnRNP A1 with conserved RNA structural elements is required for translation and replication of entero
21752258	10.1186/1750-1326-6-49	2011	Y	PMC3162575	A Wnt1 regulated Frizzled-1/β-Catenin signaling pathway as a candidate regulatory circuit controlling mesencephalic dopaminergic n
27879433	10.1261/rna.058784.116	2017	Y	PMC5238792	Comparison of SHAPE reagents for mapping RNA structures inside living cells.
27665597	10.1007/978-1-4939-6433-8_9	2016	N		Mapping RNA Structure In Vitro with SHAPE Chemistry and Next-Generation Sequencing (SHAPE-Seq).
25805860	10.1261/rna.047068.114	2015	Y	PMC4408784	SHAPE Selection (SHAPES) enrich for RNA structure signal in SHAPE sequencing-based probing data.
26487736	10.1093/bioinformatics/btv571	2016	N		RNA structure framework: automated transcriptome-wide reconstruction of RNA secondary structures from high-throughput structure pr
26766114	10.1038/nprot.2016.011	2016	N	PMC4896316	Transcriptome-wide interrogation of RNA secondary structure in living cells with icSHAPE.
27196897	10.3390/ijms17050702	2016	Y	PMC4881525	Understanding the Functions of Long Non-Coding RNAs through Their Higher-Order Structures.
27911722	10.1042/bst20160075	2016	N		Dawn of the in vivo RNA structurome and interactome.
27665596	10.1007/978-1-4939-6433-8_8	2016	N		High-Throughput Nuclease Probing of RNA Structures Using FragSeq.
27355429	10.1002/anie.201603562	2016	Y	PMC6680278	Structural Analysis using SHALiPE to Reveal RNA G-Quadruplex Formation in Human Precursor MicroRNA.
